id,label
1434976960174870500,0
1393842464323219500,0
1444379841017569300,0
1323688051638489000,0
1394395115507093500,0
1476920451083477000,0
1543255733793439700,0
1245801432059728000,1
1450470242606530600,0
1543351649711816700,0
1302298660189941800,0
1490723722545836000,0
1422624157100036000,0
1410579300219244500,0
1522290418716749800,0
1486827571648028700,0
1467555090231963600,0
1239162797222699000,0
1279394584381005800,0
1290982904185659400,0
1524768394343506000,0
1467628968341913600,0
1432365547883270100,0
1288743843618345000,0
1317469549944590300,0
1317187994403676200,0
1399769896888713200,0
1504568780994887700,1
1251123252019081200,0
1303326632267190300,0
1376491953228017700,0
1267589058118725600,0
1543274637139869700,1
1233402562898014200,0
1488685196551630800,0
1238434513769959400,0
1275407385327263700,1
1503714316209504300,0
1227688599249936400,0
1348194197799624700,0
1467420766677487600,0
1514345827099099100,0
1348015102134526000,0
1524307006449987600,0
1251076561157214200,0
1267427570846441500,0
1422628245166559200,0
1257473672299847700,0
1238108518173085700,0
1394036028705542100,0
1291055862585401300,0
1233327984192430000,0
1471437324395454500,0
1356572362674753500,1
1512011708927258600,0
1497144891348074500,1
1449784634213118000,0
1508382518772650000,0
1251907697076777000,0
1516861836829864000,0
1415014621749129200,0
1432054630075310000,0
1445459362411995100,1
1552867392954548200,0
1396121893833527300,0
1323688782768595000,0
1267335799671931000,0
1347482345025253400,0
1548377655107457000,0
1488082939829178400,0
1514322744774738000,0
1486322634669371400,0
1507738802953101300,0
1458569388102144000,1
1290890394964820000,0
1497884933062336500,0
1451237432914059300,0
1251929085766447000,0
1508436590967890000,0
1480656286106673200,0
1479567092563202000,0
1278388376765452300,0
1401447898093609000,0
1467571872418119700,1
1410690300243234800,0
1422660565714018300,0
1536713224174899200,0
1449686888944705500,0
1484573679405219800,0
1524348129843327000,0
1447974792976601000,0
1422471226614820900,0
1496575175730544600,0
1388028733538381800,0
1520367295368937500,0
1487492682041671700,0
1464932788533088300,1
1284960544643076000,0
1238246484744835000,0
1464583709911310300,0
1298715596725485600,1
1379821366271168500,0
1284941853922676700,0
1317512876005986300,0
1244641324575477800,0
1347508192415244300,0
1392443636965589000,0
1327147206386839600,0
1390340690488529000,0
1414656889707810800,0
1455100324356763600,0
1337897065528111000,0
1542495052588630000,0
1516881474829566000,0
1247976302226915300,0
1490245234315481000,0
1371045681687896000,0
1285721673405210600,0
1263807003484393500,0
1450547877072277500,0
1278007590312648700,0
1526545483858071600,0
1291098885126062000,0
1363588121263304700,0
1376487535615041500,1
1363574676556042200,0
1326031953657802800,0
1417862203152248800,0
1288056157219819500,0
1296692808976392200,1
1422550629067657200,0
1442630964295970800,0
1323565363464966100,0
1394038728264454100,0
1438084257000345600,0
1452817186137968600,0
1512842966116745200,0
1286306225051885600,0
1245661694530994200,1
1263771671653232600,0
1394170344613765000,0
1297598379355254800,0
1476901719846133800,0
1379846677654306800,0
1392235857474637800,0
1228754079737925600,0
1251143678833201200,0
1325536303308529700,0
1232298459144892400,0
1298679206273060900,0
1410707038775152600,0
1371526567634014200,0
1353851345816715300,0
1379699261814739000,0
1299289350547607600,0
1308866755926855700,0
1445395774779625500,0
1263983614276100000,0
1391086914263036000,0
1518011582965371000,0
1288776010859675600,0
1263959380518752300,0
1514326897169256400,0
1270708403652845600,0
1363430947010601000,0
1367796529772302300,1
1444426747429232600,1
1410724857554239500,0
1374415881619480600,0
1467448422244528000,0
1312503579203174400,0
1247105391080718300,0
1277992740509417500,1
1442623091444703200,0
1438002705499402200,0
1392203679961395200,0
1247972409401098200,0
1278023806368600000,0
1357218684155093000,0
1243846296038932500,0
1472735843379036200,0
1323654446220484600,0
1295965449725845500,0
1549326259632705500,0
1357440350726606800,0
1537058157679214600,0
1257661255206211600,0
1543321511070670800,0
1323541951757590500,0
1364811020586410000,0
1422418137887219700,0
1356522319590666200,0
1220445926583689200,0
1488088752375447600,0
1504185734735016000,0
1222807356670664700,0
1291101429889929200,0
1381637499143983000,0
1238180708553822200,0
1425845182419906600,0
1497666046487978000,0
1278386572950462500,0
1525406661921456000,0
1467561710982680600,0
1548432392443990000,0
1360202957980131300,0
1317440310327316500,0
1221111128782246000,0
1234729075605934000,0
1510640502969970700,0
1230403180720201700,0
1408858134630879200,1
1524797686884581400,1
1327203111132409900,0
1336444174766395400,0
1329112217783070700,0
1323711568165675000,0
1449677738953093000,0
1527643099421364200,1
1542479072067977200,0
1329067955133575200,1
1409859890894491600,0
1346790124928049200,0
1222419706847670300,0
1488689633902968800,0
1434889546781560800,0
1442563670630752300,0
1359092429425680400,0
1484263849352118300,0
1527199848864391200,0
1504732924444303400,0
1432051090674135000,0
1429804821217960000,0
1388892885014171600,0
1470022786647220200,0
1512812516904157200,0
1367929960044900400,0
1525791451791208400,0
1270640164164034600,0
1458072244068962300,1
1410504212610490400,0
1351510598207627300,0
1388892525704925200,0
1263905908372930600,0
1288577277001957400,0
1535728886167879700,0
1323708339960877000,0
1460223349926338600,0
1467507272914026500,1
1232083092749209600,1
1504719315047784400,0
1247256557848576000,1
1365389258983411700,0
1438511695362621400,0
1325574555436544000,0
1242163233693335600,0
1329063218141147100,0
1535706078851235800,0
1244602896064405500,0
1329088812442550300,0
1244581805237383200,0
1488709974440226800,0
1246748767606448000,0
1441014717045219300,0
1485527305355202600,0
1486295183557898200,0
1321085491199037400,0
1295097053111091200,0
1392415119053922300,1
1315620395006013400,0
1374768321313321000,0
1320745080018317300,0
1429903337189781500,0
1360917471893598200,0
1222551042564460500,0
1388864182523736000,0
1540085885697511400,0
1429908232408080400,0
1353854363308060700,0
1336229357405294600,0
1348197880641843200,0
1348239959937998800,0
1376132812110237700,0
1459089884182945800,0
1503706252525899800,0
1515629840363360300,0
1510578660226576400,0
1415979082597159000,0
1467788517233287200,0
1498740782366343200,1
1485229702113640400,0
1323507988527763500,0
1387892533179699200,0
1284971654129557500,0
1379187181214908400,0
1434808628595372000,0
1422641255067041800,0
1526493084510568400,0
1246734726817370000,0
1346750685782556700,0
1379162068369215500,0
1356587234657468400,0
1420373627485163500,0
1358035353886748700,0
1278404265061605400,0
1458120552879726600,0
1525050268815073300,0
1545734964431536000,0
1480673251684618200,0
1278395870766129200,0
1507164216209334300,1
1311055168704782300,0
1227717824275255300,0
1414986936536768500,1
1247995239853252600,0
1527655170322190300,0
1444338018098241500,0
1359083118947414000,0
1548410315976503300,0
1434918584652812300,0
1315638612227022800,0
1458530259284938800,0
1351485228771061800,0
1465046587365806000,0
1472241551174635500,0
1325763121533870000,0
1352250407330967600,0
1347300717397209000,0
1308893325408297000,0
1288567546187309000,0
1360862345828917200,0
1312286572402937900,0
1549356997765742600,0
1309234511729905700,0
1346616185710895000,0
1484242846861471700,1
1468655058208411600,0
1451512211344699400,0
1445495825124114400,0
1350475158881005600,0
1291080059206488000,0
1425580796954484700,1
1543287831749075000,0
1291039226604159000,0
1547628548113936400,0
1329039980673585200,0
1516479630890475500,1
1323704538700939300,0
1432356906769666000,0
1346806701958246400,0
1247838551980552200,0
1545748001209176000,1
1374416838776393700,0
1291021637056434200,1
1429912038374060000,0
1277993270400999400,0
1487982653936595000,0
1357401859640733700,0
1448599657576272000,0
1444294673103794200,0
1442020825050357800,0
1343629597464793000,0
1263781213522866200,0
1498336506204893200,0
1449723901219676200,0
1536414864578683000,0
1438039761965437000,0
1447914808280555500,0
1436056820808765400,0
1552836771460923400,0
1467553509256089600,0
1467815348254687200,0
1323644993047793700,0
1434807285088456700,0
1472246930310934500,1
1310666660093796400,0
1498903763091873800,0
1529894187298173000,1
1367946642461241300,0
1543305866849521700,0
1504894367542173700,0
1522292474101780500,1
1512176823064486000,1
1326136888571404300,0
1461304584987623400,1
1363600907015962600,0
1243905430709063700,1
1503721453149118500,0
1248947699749134300,0
1496534806523437000,1
1490265570306138000,0
1441484026016043000,0
1392389812209000400,0
1424708715937153000,0
1380147197438800000,0
1503732604415131600,0
1521970743394902000,1
1360849696152051700,0
1420018933818593300,0
1266809119207456800,0
1487841077482729500,0
1348151849426317300,0
1220445468922130400,1
1317489989060563000,0
1434882513533558800,0
1248991050926035000,1
1279357892244750300,0
1392214799241539600,0
1543536260198928400,0
1367806453260681200,0
1359621980853571600,1
1422495808239308800,0
1416278993494581200,0
1383417763775975400,0
1264265235013283800,0
1409861902986059800,0
1522302064755458000,0
1426459395899248600,0
1517226461580730400,0
1480115302562152400,0
1392909092662960000,1
1361614153459376000,0
1467440007984164900,1
1238484722545811500,0
1364993520042467300,1
1496640408448811000,0
1464590778458640400,0
1220360674343301000,0
1422483089708748800,1
1257598635489009700,0
1495728770950574000,0
1317740052429066200,0
1489167989815623700,0
1270591531037208600,0
1467581152156438500,0
1221066573777195000,0
1310471932643545000,0
1446454246384226300,0
1310166791826673700,0
1461321079000080400,0
1247059499338301400,0
1525467492373647400,0
1447986471508578300,0
1467780432586580000,0
1230623900494631000,0
1319266822055710700,0
1375950754633121800,0
1428804892660060200,0
1251779462586347500,0
1346634033095172000,1
1448607433497186300,1
1264171793373433900,1
1242197005348278300,0
1245811088140185600,0
1516668885742805000,0
1457817836894802000,0
1322065807875154000,1
1239173624239665200,0
1543228088632451000,0
1454361706449326000,0
1319264301681680400,0
1512041102542581800,0
1485496532988268500,0
1450509498951606300,0
1347527515452158000,0
1347269117166964700,0
1347281504766996500,0
1458081769870266400,1
1266868708791681000,0
1381630785959125000,0
1464053773421142000,0
1267498818901291000,0
1392089513560875000,0
1388927832387166200,0
1352380992984645600,0
1388870042054443000,0
1323676376013148200,0
1383461253398421500,0
1425563942844346400,1
1284948658119745500,0
1374767966248697900,1
1464359508164108300,0
1446224918773915600,0
1222830312125870000,0
1476916270029320200,0
1266807486553743400,1
1291056914529497000,1
1430826572878123000,0
1392096940050034700,0
1537527085706756000,0
1460643235735474200,0
1322247764793852000,1
1251806687280992300,0
1470739488167059500,0
1374502352393138200,0
1263944066494075000,0
1317440127036248000,0
1399676814579077000,0
1310692998737469400,0
1311037950591938600,0
1445469279436951600,0
1359618934262165500,0
1371511198244556800,0
1347112441654747100,0
1446526244120666000,0
1374389688702701600,0
1284945717254140000,0
1336444752514986000,0
1329070383610224600,0
1464327974031962000,1
1222822112135729200,0
1347554473011458000,0
1329025122842386400,0
1376143654465720300,0
1467592310162661400,0
1467471378425262000,1
1359608322589155300,0
1420078334382379000,0
1310656247448981500,0
1247780828626612200,0
1467344266137587700,0
1364824634332487700,0
1346928888505639000,1
1510667698207920000,0
1390229215283400700,0
1464378510814986200,0
1486305893096603600,0
1285714095396794400,0
1440757676619698200,0
1464330345806020600,0
1436050136623374300,0
1278023456039321600,0
1470510946212851700,0
1359091592913711000,0
1289621996905496600,0
1432363395400061000,0
1379145409591967700,0
1329074362134057000,0
1323540757593161700,0
1346805798970794000,0
1347991468317831200,0
1267551455000572000,0
1238402636740792300,0
1352360516992331800,0
1442066415234830300,0
1279520787347714000,0
1323691664054112300,0
1461254334130368500,0
1360976255840059400,0
1246775914425434000,0
1346935416839172000,0
1530981210079600600,0
1321057361314910200,0
1311045991433461800,0
1336394330253254700,0
1323766983373037600,0
1239220726776897500,0
1266832956804530200,0
1399625408040030200,0
1299945640781381600,0
1243927105387315200,0
1357224825585078300,0
1346849424295813000,0
1525041287358988300,0
1458129234082340900,0
1323667394573881300,0
1292616936476598300,0
1379144163925581800,0
1238228777609629700,0
1480625331199524900,0
1455276972070822000,0
1551991664478244900,0
1291074016166412300,0
1460192873715052500,0
1317231179783954400,0
1530176319371223000,0
1292734292997611500,1
1245690429053567000,0
1422520956413694000,0
1503879265028386800,0
1365416050033049600,0
1392831503323869200,1
1230546090686021600,0
1483125715432198100,0
1348164852263563300,0
1451200575215857700,0
1418862198366081000,0
1332674405785190400,0
1380124712886538200,0
1291075694013952000,1
1467506069241012200,0
1510602777722036200,0
